Utilisateur,count
0,14.3125
3,15.583333333333334
9,18.266666666666666
28,13.421052631578947
40,16.692307692307693
44,11.538461538461538
47,13.74074074074074
49,9.785714285714286
55,10.8
71,10.4
77,12.095238095238095
79,10.941176470588236
86,11.066666666666666
88,10.357142857142858
97,9.333333333333334
103,9.318181818181818
104,7.75
107,8.9375
109,12.5
113,6.461538461538462
114,10.941176470588236
117,6.909090909090909
118,9.238095238095237
132,6.8
134,15.666666666666666
138,16.09090909090909
142,8.5
144,14.75
146,11.933333333333334
155,10.277777777777779
162,9.470588235294118
163,16.307692307692307
171,14.909090909090908
190,10.666666666666666
196,44.76
204,12.142857142857142
213,9.263157894736842
234,4.25
237,10.75
255,4.285714285714286
256,10.333333333333334
258,13.35
278,10.75
283,11.052631578947368
294,17.5
324,12.1875
330,10.923076923076923
331,10.153846153846153
332,10.285714285714286
334,8.61111111111111
336,12.0
337,10.214285714285714
340,9.533333333333333
343,11.470588235294118
351,11.090909090909092
353,11.066666666666666
366,6.555555555555555
367,11.176470588235293
369,12.928571428571429
379,9.5
381,9.0
386,9.647058823529411
392,7.818181818181818
393,9.6875
394,11.307692307692308
402,11.857142857142858
408,12.045454545454545
421,9.8
423,10.055555555555555
430,12.583333333333334
445,14.545454545454545
453,10.692307692307692
462,21.282828282828284
487,13.0
490,11.636363636363637
497,10.944444444444445
505,10.7
507,14.3
511,10.0
536,11.35
537,13.454545454545455
541,8.5
552,10.714285714285714
574,10.416666666666666
579,18.75
581,10.904761904761905
601,9.952380952380953
605,15.0
614,6.0
622,9.842105263157896
625,8.8
641,12.181818181818182
656,6.0
670,8.0
672,10.214285714285714
673,9.833333333333334
677,8.75
686,3.8333333333333335
697,11.857142857142858
702,9.428571428571429
703,16.444444444444443
707,48.0
708,11.153846153846153
711,9.5
712,11.842105263157896
724,9.222222222222221
728,9.85
731,14.166666666666666
750,8.6875
754,15.333333333333334
758,13.0
759,29.0
761,12.071428571428571
769,14.928571428571429
771,14.333333333333334
774,12.692307692307692
779,11.8
792,10.722222222222221
794,9.76923076923077
796,13.916666666666666
801,5.0
806,14.266666666666667
815,13.615384615384615
818,9.0
823,12.705882352941176
824,2.3333333333333335
825,13.384615384615385
827,3.0
832,12.583333333333334
835,15.176470588235293
841,14.0
843,14.166666666666666
862,11.666666666666666
863,36.166666666666664
885,10.0625
887,9.26923076923077
888,10.636363636363637
891,9.571428571428571
892,12.529411764705882
896,9.105263157894736
897,11.928571428571429
898,9.5
911,15.529411764705882
924,15.428571428571429
931,11.0
946,10.277777777777779
958,13.294117647058824
961,11.4
973,9.0
986,8.571428571428571
988,11.058823529411764
995,11.6
