Utilisateur,count
0,153.6958333333333
3,130.44696969696972
9,157.20952380952386
28,80.47953216374266
40,99.56410256410258
44,38.935897435897466
47,192.66096866096862
49,33.56593406593406
55,54.02857142857141
71,103.30526315789477
77,114.2904761904762
79,46.93382352941174
86,54.352380952380955
88,52.70879120879119
97,30.666666666666675
103,29.37012987012987
104,38.25
107,29.262499999999985
109,49.80769230769231
113,57.93589743589743
114,61.683823529411754
117,33.09090909090909
118,50.090476190476174
132,11.7
134,89.80952380952382
138,116.29090909090908
142,33.63157894736842
144,86.93181818181817
146,59.20952380952381
155,48.80065359477125
162,35.01470588235294
163,104.39743589743591
171,55.090909090909086
190,119.46666666666667
196,2056.44
204,29.97802197802198
213,47.53801169590643
234,6.916666666666667
237,74.8666666666667
255,6.23809523809524
256,67.23809523809526
258,84.34473684210528
278,109.56578947368419
283,90.38596491228071
294,480.5
324,62.69583333333333
330,39.576923076923094
331,31.307692307692296
332,51.75824175824174
334,43.07516339869282
336,54.3076923076923
337,58.95054945054945
340,81.69523809523808
343,62.139705882352914
351,42.49090909090908
353,79.06666666666668
366,40.02777777777778
367,62.65441176470586
369,73.45604395604397
379,32.266666666666666
381,26.0
386,29.61764705882353
392,28.76363636363637
393,42.095833333333346
394,43.89743589743591
402,45.670329670329686
408,66.04545454545452
421,159.2
423,68.52614379084969
430,42.44696969696972
445,103.27272727272728
453,30.397435897435894
462,21632.08245722532
487,107.14285714285714
490,63.85454545454545
497,48.40849673202615
505,49.34444444444444
507,100.67777777777778
511,42.615384615384606
536,53.502631578947366
537,107.68831168831167
541,4.333333333333335
552,38.989010989010985
574,24.992424242424246
579,117.58333333333333
581,115.2904761904762
601,52.647619047619074
605,52.5
614,
622,32.69590643274854
625,37.2
641,190.36363636363632
656,37.0
670,
672,53.412087912087905
673,67.96969696969695
677,57.53333333333334
686,41.766666666666666
697,44.901098901098905
702,50.25714285714285
703,87.02777777777777
707,2491.333333333333
708,66.80769230769229
711,49.44117647058823
712,84.3625730994152
724,69.24183006535948
728,35.186842105263146
731,95.24242424242425
750,55.42916666666667
754,6.333333333333334
758,57.333333333333336
759,2798.6666666666665
761,36.532967032967036
769,206.99450549450552
771,87.23809523809523
774,76.23076923076923
779,91.73333333333335
792,32.09477124183005
794,41.025641025641015
796,175.35606060606062
801,
806,53.92380952380953
815,61.256410256410255
818,18.0
823,67.34558823529416
824,0.33333333333333337
825,283.12615384615395
827,4.0
832,65.53787878787878
835,82.90441176470588
841,18.0
843,125.76666666666665
862,38.238095238095234
863,612.9666666666667
885,45.66250000000001
887,37.64461538461536
888,50.054545454545476
891,30.61904761904763
892,40.389705882352956
896,41.76608187134506
897,54.840659340659336
898,70.72222222222223
911,146.13970588235293
924,81.18681318681321
931,52.5
946,71.38888888888889
958,47.4705882352941
961,47.1142857142857
973,50.0
986,38.26373626373628
988,49.30882352941177
995,29.400000000000016
